부서,2020_인건비,2020_제경비,2020_외주비,2020_판관비,2020_수금,2020_수금계획,2020_공정계획,2020_총원가,2021_인건비,2021_제경비,2021_외주비,2021_판관비,2021_수금,2021_수금계획,2021_공정계획,2021_총원가,2022_인건비,2022_제경비,2022_외주비,2022_판관비,2022_수금,2022_수금계획,2022_공정계획,2022_총원가,2023_인건비,2023_제경비,2023_외주비,2023_판관비,2023_수금,2023_수금계획,2023_공정계획,2023_총원가,2024_인건비,2024_제경비,2024_외주비,2024_판관비,2024_수금,2024_수금계획,2024_공정계획,2024_총원가,2025_인건비,2025_제경비,2025_외주비,2025_판관비,2025_수금,2025_수금계획,2025_공정계획,2025_총원가,당년_예상_인건비,당년_예상_제경비,당년_예상_판관비,당년_예상_외주비,당년_예상_수금,당년_예상_총원가,당년_예상_손익
구조부,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3673470746.0,1178531864.0,4693440820.0,1408816232.0,9370184020.0,5147414092.0,9531113779.24,10954259662.0,3186773195.0,1047435574.0,5617842272.0,1241150080.0,10029022267.0,7147217411.0,10496141596.45,11093201121.0,3288010548.0,2267340241.0,7828537625.0,1255613104.0,16483857505.0,7896967422.0,16637343626.95,14639501518.0,1407881320.0,613531624.0,3499522376.0,444514759.0,3890340606.0,15149308748.0,19364912359.65,5965450079.0,4575614290.0,1840594872.0,1333544277.0,7181940727.074902,18340843841.98633,14931694166.074902,3409149675.9114265
